﻿Emendas Parlamentares 2020;;;;;;;;;;
Autor;Emenda;Órgão;Aprovado;Alteração;Movimentação;Bloqueado;Autorizado;Empenhado;Liquidado;Pago
AGACIEL MAIA;15.451.6209.1110.8126 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA NO PARANOÁ - H;ADMINISTRAÇÃO REGIONAL DO PARANOÁ;500.000,00;-500.000,00;0;0;0;0;0;0
FERNANDO FERNANDES;15.451.6209.1110.8132 - REFORMA DE PRAÇAS, ENTREQUADRAS E ÁREAS ESPORTIVAS EM CEILÂNDIA - DF.;ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA;2.500.000,00;-2.500.000,00;0;0;0;0;0;0
ROBÉRIO NEGREIROS;13.392.6219.9075.0112 - TRANSFERÊNCIA DE RECURSOS PARA PROJETOS CULTURAIS-APOIO A EVENTO CULTURAL NA RA X EM 2020- GUARÁ;ADMINISTRAÇÃO REGIONAL DO GUARÁ;500.000,00;-500.000,00;0;0;0;0;0;0
DANIEL DONIZET;20.122.8201.3903.9827 - REFORMA DE PRÉDIOS E PRÓPRIOS - ESCRITÓRIO DA EMATER NO GAMA;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;300.000,00;-300.000,00;0;0;0;0;0;0
CLÁUDIO ABRANTES;20.606.6201.2173.0026 - APOIO A REALIZAÇÃO DE CAPACITAÇÃO PARA PRODUTORES RURAIS;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;70.000,00;-70.000,00;0;0;0;0;0;0
CLÁUDIO ABRANTES;20.606.6201.2173.0026 - APOIO A REALIZAÇÃO DE CAPACITAÇÃO PARA PRODUTORES RURAIS;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;80.000,00;-80.000,00;0;0;0;0;0;0
CLÁUDIO ABRANTES;20.606.6201.2173.0026 - APOIO A REALIZAÇÃO DE CAPACITAÇÃO PARA PRODUTORES RURAIS;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;30.000,00;-30.000,00;0;0;0;0;0;0
PROF. REGINALDO VERAS;13.392.6219.9075.0117 - FESTA MAIOR SÃO JOÃO DO CERRADO;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;100.000,00;-100.000,00;0;0;0;0;0;0
JORGE VIANNA;14.243.6211.9078.0021 - PROJETO CARRETA DA SAÚDE DA CRIANÇA  - 2020;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;500.000,00;-500.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;14.422.6211.9107.0041 - APOIO AOS PROJETOS DE DIREITOS HUMANOS;SECRETARIA DE EST. DE JUSTIÇA E CIDADANIA DO DF;1.200.000,00;-1.184.715,00;0;0;15.285,00;0;0;0
RAFAEL PRUDENTE;27.812.6206.4091.5918 - APOIO A PROJETOS NAS REG. ADM. DO DF;SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;150.000,00;-150.000,00;0;0;0;0;0;0
MARTINS MACHADO;03.061.8211.2422.9650 - CONCESSÃO DE BOLSADE ESTÁGIO - DEFENSORIA PÚBLICA;DEFENSORIA PÚBLICA DO DISTRITO FEDERAL;300.000,00;-300.000,00;0;0;0;0;0;0
RODRIGO DELMASSO;14.573.6207.9118.0020 - TRANSFERÊNCIA DE RECURSOS PARA DIFUSÃO CIENTÍFICA E TECNOLÓGICA-APOIO AO PROJETO APRENDA MAIS - OCA-DISTRITO FEDERAL;CASA CIVIL DO DISTRITO FEDERAL;0;0;3.000.000,00;0;3.000.000,00;0;0;0
DANIEL DONIZET;15.451.6209.1110.8115 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO NO GAMA;ADMINISTRAÇÃO REGIONAL DO GAMA;400.000,00;-400.000,00;0;0;0;0;0;0
ROBÉRIO NEGREIROS;11.333.6207.2667.0012 - PROGRAMA CENTRO DE EMPREENDIMENTO ECONÔMICO E SOLIDÁRIO ? FÁBRICA SOCIAL 2020;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;1.100.000,00;-1.100.000,00;0;0;0;0;0;0
PROF. REGINALDO VERAS;18.541.6206.3902.9542 - CONSTRUÇÃO DE PARQUINHOS INFANTIS EM PARQUES DO DISTRITO FEDERAL;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;200.000,00;-200.000,00;0;0;0;0;0;0
CHICO VIGILANTE;"18.541.6210.4235.0003 - APOIO AO PROJETO ""PARQUE EDUCADOR""";INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;100.000,00;-100.000,00;0;0;0;0;0;0
DANIEL DONIZET;18.542.6210.4094.2260 - PROGRAMA DE INCENTIVO A ADOÇÃO E A GUARDA RESPONSÁVEL;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;400.000,00;-400.000,00;0;0;0;0;0;0
JOÃO CARDOSO;15.451.6209.1836.7024 - AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA-AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA NA RODOVIA DF-326, FERCAL/DF, COM A INSTALAÇÃO DE REDE E POSTES COM LUMINÁRIAS-DISTRITO FEDERAL;SECRETARIA DE ESTADO DE OBRAS E INFRAEST. DO DF;1.405.000,00;-1.405.000,00;0;0;0;0;0;0
IOLANDO ALMEIDA;13.392.6219.9075.0176 - APOIO À REALIZAÇÃO DE ATIVIDADES CULTURAIS;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;0;150.000,00;-150.000,00;0;0;0;0;0
HERMETO;15.451.6209.1110.0290 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-- PARK WAY;ADMINISTRAÇÃO REGIONAL DO PARK WAY;220.000,00;-220.000,00;0;0;0;0;0;0
FÁBIO FÉLIX;13.392.6219.9075.0138 - FORTALECIMENTO DAS INICIATIVAS CULTURAIS NO DF;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;300.000,00;-300.000,00;0;0;0;0;0;0
FÁBIO FÉLIX;11.333.6207.9122.0002 - TRANSFERÊNCIA DE RECURSOS PARA PROJETOS DE CAPACITAÇÃO PARA O TRABALHO E EMPREENDEDORISMO-ENCONTRO NACIONAL DE MULHERES RURAIS NA ECONOMIA SOLIDÁRIA- PLANO PILOTO .;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-100.000,00;100.000,00;0;0;0;0;0
JAQUELINE SILVA;26.782.6216.3005.0017 - AMPLIAÇÃO DA RODOVIA BR 040 NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL-DF;DEPTO DE ESTRADAS E RODAGEM DO DF - DER/DF;200.000,00;-200.000,00;0;0;0;0;0;0
JOÃO CARDOSO;23.695.6207.4090.6135 - APOIO AO XV ENCONTRO  NACIONAL DAS ACERVAS - PRODUTORES DE CERVEJA ARTESANAL;SECRETARIA DE EST. DE TURISMO DO DISTRITO FEDERAL;50.000,00;-50.000,00;0;0;0;0;0;0
CLÁUDIO ABRANTES;15.127.6208.4011.0020 - APOIO AO PROJETO PASSANDO A LIMPO;COMPANHIA DE DESENV. DA HABITAÇÃO  DO DF - CODHAB;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
JAQUELINE SILVA;16.482.6208.3571.0009 - PRESTAÇÃO DE SERVIÇO DE ASSISTÊNCIA TÉCNICA EM HABITAÇÃO DE INTERESSE SOCIAL PARA MELHORIAS DE UNIDADES HABITACIONAIS NO DF;COMPANHIA DE DESENV. DA HABITAÇÃO  DO DF - CODHAB;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
RODRIGO DELMASSO;27.243.6206.9080.0043 - PROJETO VIVAVÔLEI INCLUSÃO NACIONAL (OCA);SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;1.100.000,00;-1.100.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;13.422.8219.2396.5284 - CONSERVAÇÃO DAS ESTRUTURAS FÍSICAS DE EDIFICAÇÕES PÚBLICAS-PATRIMÔNIO HISTÓRICO E ARTÍSTICO - SECRETARIA DE CULTURA-DISTRITO FEDERAL;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;0;150.000,00;0;-150.000,00;0;0;0;0
FÁBIO FÉLIX;11.122.6207.2782.0007 - FORTALECIMENTO DE COOPERATIVAS DE CATADORES;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;220.000,00;0;-220.000,00;0;0;0;0;0
DANIEL DONIZET;10.301.6202.3135.0033 - CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE - UBS JARDINS MANGUEIRAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
JORGE VIANNA;10.302.6202.3467.9626 - AQUISIÇÃO DE EQUIPAMENTOS PARA ATENÇÃO ESPECIALIZADA HOSPITALAR - SES-DF 2020;SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL;0;0;600.000,00;0;600.000,00;0;0;0
JORGE VIANNA;10.302.6202.3467.9626 - AQUISIÇÃO DE EQUIPAMENTOS PARA ATENÇÃO ESPECIALIZADA HOSPITALAR - SES-DF 2020;FUNDO DE SAÚDE DO DISTRITO FEDERAL;600.000,00;0;-600.000,00;0;0;0;0;0
FÁBIO FÉLIX;10.302.6202.4009.0003 - AQUISIÇÃO DE INSUMOS E MATERIAL MÉDICO HOSPITALAR-AQUISIÇÃO DE INSUMOS E MATERIAL MÉDICO  HOSPITALAR -DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;500.000,00;-500.000,00;0;0;0;0;0
AGACIEL MAIA;25.752.6209.8507.0036 - MANUTENÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA-EM ÁGUAS CLARAS-DISTRITO FEDERAL;ADMINISTRAÇÃO REGIONAL DE ÁGUAS CLARAS;0;36.485,00;0;0;36.485,00;0;0;0
LEANDRO GRASS;20.606.6201.2173.0022 - APOIO À FEST FLOR BRASIL;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;260.000,00;-260.000,00;0;0;0;0;0;0
LEANDRO GRASS;20.606.6201.2173.0022 - APOIO À FEST FLOR BRASIL;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;20.000,00;-20.000,00;0;0;0;0;0;0
LEANDRO GRASS;20.606.6201.2173.0022 - APOIO À FEST FLOR BRASIL;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;20.000,00;-20.000,00;0;0;0;0;0;0
CHICO VIGILANTE;13.392.6219.9075.0130 - APOIO AO PROJETO CULTURAL REPENTE NA ESCOLA;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;200.000,00;0;0;0;200.000,00;0;0;0
HERMETO;15.451.6217.4101.0064 - IMPLANTAÇÃO DE SINALIZAÇÃO NA REGIÃO ADMINISTRATIVA DO NÚCLEO BANDEIRANTES;ADMINISTRAÇÃO REGIONAL DO  NÚCLEO BANDEIRANTE;150.000,00;-150.000,00;0;0;0;0;0;0
DANIEL DONIZET;13.392.6219.4090.6129 - APOIO A EVENTOS CULTURAIS NO GAMA;ADMINISTRAÇÃO REGIONAL DO GAMA;400.000,00;-400.000,00;0;0;0;0;0;0
VALDELINO BARCELOS;12.365.6221.2388.4394 - AQUISIÇÃO DE PARQUES INFANTIS PARA ESCOLAS PÚBLICAS PARA PLANALTINA;SECRETARIA DE ESTADO DE EDUCAÇÃO DO DF;1.020.000,00;-1.020.000,00;0;0;0;0;0;0
JÚLIA LUCY;04.122.6203.2912.0004 - ESTUDOS E PESQUISAS SOCIOECONÔMICAS, URBANAS E AMBIENTAIS - DF E ENTORNO;COMPANHIA DE PLANEJ. DO DISTRITO FEDERAL-CODEPLAN;300.000,00;-300.000,00;0;0;0;0;0;0
MARTINS MACHADO;19.573.6207.9118.0005 - CAMPUS PARTY;SEC. DE ESTADO DE DESENVOLVIMENTO ECONÔMICO DO DF;1.000.000,00;0;-1.000.000,00;0;0;0;0;0
CHICO VIGILANTE;20.608.6201.9109.0006 - FORMAÇÃO DE AGENTES DE AGROECOLOGIA NOS ASSENTAMENTOS DE REFORMA AGRÁRIA;SECRETARIA DE ESTADO DO MEIO AMBIENTE;450.000,00;-450.000,00;0;0;0;0;0;0
LEANDRO GRASS;18.541.6210.9121.0002 - APOIO A PROJETOS AMBIENTAIS NO DISTRITO FEDERAL;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;600.000,00;-600.000,00;0;0;0;0;0;0
JOÃO CARDOSO;18.542.6210.1999.0004 - FORTALECIMENTO E MODERNIZAÇÃO DA FISCALIZAÇÃO AMBIENTAL--DISTRITO FEDERAL;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;0;320.000,00;0;0;320.000,00;0;0;0
JOSÉ GOMES;15.752.6209.8507.6484 - MANUTENÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBLICA-MANUTENÇÃO DO SISTEMA DE ILUMINAÇÃO PÚBICA DAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL - DF-DISTRITO FEDERAL;SECRETARIA DE ESTADO DE OBRAS E INFRAEST. DO DF;1.500.000,00;-1.500.000,00;0;0;0;0;0;0
CHICO VIGILANTE;25.752.6209.1836.7013 - AMPLIAÇÃO DOS PONTOS DE ILUMINAÇÃO PÚBLICA-MELHORIA E AMPLIAÇÃO DA ILUMINAÇÃO PÚBLICA DA SQN 312- PLANO PILOTO .;SECRETARIA DE ESTADO DE OBRAS E INFRAEST. DO DF;500.000,00;-500.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;15.451.6206.3048.0022 - REFORMA DE ESPAÇOS ESPORTIVOS-REFORMA DE ESPAÇOS ESPORTIVOS, DESPORTIVOS E DE LAZER EM PROL DE TODA COMUNIDADE DO DF -DISTRITO FEDERAL;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;0;200.000,00;-200.000,00;0;0;0;0;0
EDUARDO PEDROSA;15.451.6206.3048.0022 - REFORMA DE ESPAÇOS ESPORTIVOS-REFORMA DE ESPAÇOS ESPORTIVOS, DESPORTIVOS E DE LAZER EM PROL DE TODA COMUNIDADE DO DF -DISTRITO FEDERAL;ADMINISTRAÇÃO REGIONAL DE SOBRADINHO II;0;0;200.000,00;0;200.000,00;0;0;0
ROBÉRIO NEGREIROS;15.451.6209.1110.8119 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO NA RA IV EM 2020;ADMINISTRAÇÃO REGIONAL DE  BRAZLANDIA;500.000,00;-500.000,00;0;0;0;0;0;0
JOÃO CARDOSO;13.392.6219.4090.6134 - APOIO AOS EVENTOS: JORNADA DE PORTAS ABERTAS, SEMINÁRIO REDEMPTORIS MATER, HALLEL, REBANHÃO, PENTECOSTES, FOLIA DE REIS, VIAS SACRAS E XV ENCONTRO  NACIONAL DAS ACERVAS;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;300.000,00;-300.000,00;0;0;0;0;0;0
JOSÉ GOMES;13.392.6219.9075.0119 - TRANSFERÊNCIA DE RECURSOS PARA REALIZAÇÃO DE EVENTOS CULTURAIS NO DISTRITO FEDERAL ? DF;SECRETARIA DE EST. DE CULTURA E ECON. CRIAT. DO DF;500.000,00;-500.000,00;0;0;0;0;0;0
FÁBIO FÉLIX;08.244.6228.9073.0008 - ACOLHIMENTO INSTITUCIONAL DE CRIANÇAS E ADOLESCENTES COM MEDIDAS PROTETIVAS;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;600.000,00;-600.000,00;0;0;0;0;0;0
JOSÉ GOMES;11.333.6207.2667.0010 - IMPLANTAÇÃO DO PROGRAMA DE APOIO A INCLUSÃO DA PESSOA COM DEFICIÊNCIA NO DISTRITO FEDERAL - DF;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;300.000,00;0;-300.000,00;0;0;0;0;0
AGACIEL MAIA;15.451.6209.1110.8144 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA NO RIACHO FUNDO I - H;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;0;0;500.000,00;0;500.000,00;0;0;0
AGACIEL MAIA;15.451.6209.1110.8144 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA NO RIACHO FUNDO I - H;ADMINISTRAÇÃO REGIONAL DO RIACHO FUNDO;500.000,00;0;-500.000,00;0;0;0;0;0
HERMETO;04.122.8205.8517.0080 - MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS-ADMINISTRAÇÃO REGIONAL- CANDANGOLÂNDIA;ADMINISTRAÇÃO REGIONAL DA CANDANGOLÂNDIA;110.000,00;-110.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;04.122.8205.8517.9832 - MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS DA ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;100.000,00;-100.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;04.122.8205.8517.9832 - MANUTENÇÃO DE SERVIÇOS ADMINISTRATIVOS GERAIS DA ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;100.000,00;-100.000,00;0;0;0;0;0;0
FERNANDO FERNANDES;15.451.6209.1836.7008 - AMPLIAÇÃO DE PONTOS DE ILUMINAÇÃO PÚBLICA NA REGIÃO ADMINSTRATIVA DE CEILÂNDIA - DF.;ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA;500.000,00;-500.000,00;0;0;0;0;0;0
RODRIGO DELMASSO;15.451.6209.1110.0322 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-CONSTRUÇÃO E REFORMA DE CALÇADAS- GUARÁ;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;0;0;575.000,00;0;575.000,00;0;0;0
RODRIGO DELMASSO;15.451.6209.1110.0322 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO-CONSTRUÇÃO E REFORMA DE CALÇADAS- GUARÁ;ADMINISTRAÇÃO REGIONAL DO GUARÁ;0;575.000,00;-575.000,00;0;0;0;0;0
JOSÉ GOMES;10.301.6202.3222.0011 - REFORMA DE UNIDADE BÁSICA DE SAÚDE - UBS - SÃO SEBASTIÃO - DF;FUNDO DE SAÚDE DO DISTRITO FEDERAL;100.000,00;-100.000,00;0;0;0;0;0;0
RAFAEL PRUDENTE;10.302.6202.3135.0039 - CONSTRUÇÃO DE UNIDADES BÁSICAS DE SAÚDE;FUNDO DE SAÚDE DO DISTRITO FEDERAL;300.000,00;-300.000,00;0;0;0;0;0;0
JORGE VIANNA;10.302.6202.3140.0010 - CONSTRUÇÃO DO HOSPITAL DE ESPECIALIDADES CIRÚRGICAS E CENTRO ONCOLÓGICO DE BRASÍLIA - PLANO PILOTO;FUNDO DE SAÚDE DO DISTRITO FEDERAL;1.000.000,00;-1.000.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;10.302.6202.3467.9624 - AQUSIÇÃO DE EQUIPAMENTOS OFTALMOLÓGICOS - HOSPITAL MATERNO IFNATIL DE BRASÍLIA HMIB;SECRETARIA DE ESTADO DE SAÚDE DO DISTRITO FEDERAL;0;0;100.000,00;0;100.000,00;0;0;0
EDUARDO PEDROSA;10.302.6202.3467.9624 - AQUSIÇÃO DE EQUIPAMENTOS OFTALMOLÓGICOS - HOSPITAL MATERNO IFNATIL DE BRASÍLIA HMIB;FUNDO DE SAÚDE DO DISTRITO FEDERAL;100.000,00;0;-100.000,00;0;0;0;0;0
ARLETE AVELAR SAMPAIO;10.303.6202.4216.0027 - AQUISIÇÃO DE MEDICAMENTOS-ASSISTÊNCIA A SAÚDE PÚBLICA-DISTRITO FEDERAL;FUNDO DE SAÚDE DO DISTRITO FEDERAL;0;500.000,00;-500.000,00;0;0;0;0;0
FERNANDO FERNANDES;15.451.6209.1110.8156 - CONSTRUÇÃO DE PRAÇA NO CLUBE DE VIZINHANÇA DE BRASÍLIA;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;330.000,00;-330.000,00;0;0;0;0;0;0
AGACIEL MAIA;15.812.6206.3048.9611 - REFORMA DE ESPAÇOS ESPORTIVOS EM TODO O DF - H;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;1.500.000,00;-1.500.000,00;0;0;0;0;0;0
HERMETO;27.812.6206.3596.8551 - CONSTRUÇÃO DE CAMPO SINTÉTICO NAS REGIÕES ADMINISTRATIVAS DO DISTRITO FEDERAL;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;2.700.000,00;-2.700.000,00;0;0;0;0;0;0
ARLETE AVELAR SAMPAIO;15.452.6209.3002.0023 - IMPLANTAÇÃO DE PAPA ENTULHO NO DF;SERVIÇO DE LIMPEZA URBANA DO DISTRITO FEDERAL- SLU;330.000,00;-330.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;11.333.6207.9107.0049 - TRANSFERÊNCIA FINANCEIRA A ENTIDADES-APOIO A PROJETOS DE CAPACITAÇÃO DOS TRABALHADORES PARA EMPREENDEDORISMO E GERAÇÃO DE EMPREGO E RENDA -DISTRITO FEDERAL;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;0;300.000,00;-300.000,00;0;0;0;0;0
REGINALDO SARDINHA;11.334.6201.9107.0037 - APOIO A PROJETOS DE CAPACITAÇÃO E EMPREENDEDORISMO (EM 2020);SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;75.000,00;0;-75.000,00;0;0;0;0;0
JÚLIA LUCY;14.422.6211.3051.0010 - CONSTRUÇÃO DE EQUIPAMENTOS PÚBLICOS ESPECIALIZADOS DE ATENDIMENTO À MULHER-IMPLANTAÇÃO DA CASA DA MULHER EM CEILÂNDIA-DISTRITO FEDERAL;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;0;450.000,00;-450.000,00;0;0;0;0;0
JÚLIA LUCY;14.422.6211.3051.0010 - CONSTRUÇÃO DE EQUIPAMENTOS PÚBLICOS ESPECIALIZADOS DE ATENDIMENTO À MULHER-IMPLANTAÇÃO DA CASA DA MULHER EM CEILÂNDIA-DISTRITO FEDERAL;SECRETARIA DE EST. DE DESENV. SOCIAL DO DF;0;54.636,00;-54.636,00;0;0;0;0;0
ROOSEVELT VILELA;12.122.6221.4088.5830 - CAPACITAÇÃO DE PROFISSIONAIS DA EDUCAÇÃO EM NOÇÕES BÁSICAS DE PRIMEIROS SOCORROS, EM CUMPRIMENTO À LEI Nº 13722/2018;SECRETARIA DE ESTADO DE EDUCAÇÃO DO DF;150.000,00;-150.000,00;0;0;0;0;0;0
PROF. REGINALDO VERAS;12.365.6221.2388.4396 - AQUISIÇÃO DE PARQUES INFANTIS PARA AS ESCOLAS PÚBLICAS;SECRETARIA DE ESTADO DE EDUCAÇÃO DO DF;500.000,00;-500.000,00;0;0;0;0;0;0
PROF. REGINALDO VERAS;18.541.6210.3467.9621 - PROJETO - O ZOO DE BRASÍLIA E A CONSERVAÇÃO DAS SERPENTES NA ZONA RURAL;FUNDAÇÃO JARDIM ZOOLÓGICO DE BRASÍLIA;30.000,00;-30.000,00;0;0;0;0;0;0
PROF. REGINALDO VERAS;18.541.6210.3467.9621 - PROJETO - O ZOO DE BRASÍLIA E A CONSERVAÇÃO DAS SERPENTES NA ZONA RURAL;FUNDAÇÃO JARDIM ZOOLÓGICO DE BRASÍLIA;180.000,00;-180.000,00;0;0;0;0;0;0
LEANDRO GRASS;18.541.6210.4094.2259 - AMPLIAÇÃO DO PROGRAMA PARQUE EDUCADOR;INSTITUTO DE MEIO AMBIENTE E REC. HÍDRICOS DO DF;150.000,00;-150.000,00;0;0;0;0;0;0
ROOSEVELT VILELA;06.181.6217.2340.0003 - FORNECIMENTO DE LANCHE PARA O PROGRAMA BOMBEIRO MIRIM;CORPO DE BOMB. MILITAR DO DISTRITO FEDERAL - CBMDF;1.300.000,00;-1.300.000,00;0;0;0;0;0;0
JOSÉ GOMES;11.333.6207.2667.0014 - PROMOÇÃO DE AÇÕES DE QUALIFICAÇÃO SOCIAL PARA PESSOAS VULNERÁVEIS-IMPLANTAÇÃO DO PROGRAMA DE APOIO A INCLUSÃO DA PESSOA COM DEFICIÊNCIA NO DISTRITO FEDERAL - DF-DISTRITO FEDERAL;SECR. DE ESTADO DE TRABALHO DO DISTRITO FEDERAL;0;-300.000,00;300.000,00;0;0;0;0;0
RODRIGO DELMASSO;27.811.6206.9080.0047 - COPA BRASÍLIA DE HIPISMO BRASÍLIA 60 ANOS;SECRETARIA DE ESTADO DE ESPORTE E LAZER DO DF;350.000,00;-350.000,00;0;0;0;0;0;0
MARTINS MACHADO;19.573.6207.9118.0017 - TRANSFERÊNCIA DE RECURSOS PARA DIFUSÃO CIENTÍFICA E TECNOLÓGICA-CAMPUS PARTY-DISTRITO FEDERAL;SECRETARIA DE ESTADO DE CIÊNCIA, TECNOLOGIA E INOV;0;-999.999,00;1.000.000,00;-1;0;0;0;0
AGACIEL MAIA;15.451.6209.1110.8118 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO E INFRAESTRUTURA EM TAGUATINGA - H;ADMINISTRAÇÃO REGIONAL DE TAGUATINGA;1.804.600,00;-1.804.600,00;0;0;0;0;0;0
JOÃO CARDOSO;27.812.6206.2024.5834 - APOIO AO DESPORTO E LAZER;ADMINISTRAÇÃO REGIONAL DE SOBRADINHO;20.000,00;-19.999,00;0;0;1;0;0;0
JOÃO CARDOSO;27.812.6206.2024.5834 - APOIO AO DESPORTO E LAZER;ADMINISTRAÇÃO REGIONAL DE SOBRADINHO;10.000,00;-9.999,00;0;0;1;0;0;0
JOÃO CARDOSO;27.812.6206.2024.5834 - APOIO AO DESPORTO E LAZER;ADMINISTRAÇÃO REGIONAL DE SOBRADINHO;20.000,00;-19.999,00;0;0;1;0;0;0
JOÃO CARDOSO;27.812.6206.2024.5834 - APOIO AO DESPORTO E LAZER;ADMINISTRAÇÃO REGIONAL DE SOBRADINHO;20.000,00;0;0;-19.999,00;1;0;0;0
FERNANDO FERNANDES;15.451.6209.1110.8133 - CONSTRUÇÃO DE ESTACIONAMENTOS;ADMINISTRAÇÃO REGIONAL DE CEILÂNDIA;800.000,00;-800.000,00;0;0;0;0;0;0
ROBÉRIO NEGREIROS;15.451.6209.1110.8143 - EXECUÇÃO DE OBRAS DE URBANIZAÇÃO NA RA XIV EM 2020;ADMINISTRAÇÃO REGIONAL DE SÃO SEBASTIÃO;500.000,00;-500.000,00;0;0;0;0;0;0
EDUARDO PEDROSA;04.421.6217.2426.8558 - FORTALECIMENTO DAS AÇÕES DE APOIO AO INTERNO E SUA FAMÍLIA-FUNAP/ITAPOÃ;ADMINISTRAÇÃO REGIONAL DO ITAPOÃ;200.000,00;-200.000,00;0;0;0;0;0;0
JÚLIA LUCY;20.122.8201.3903.9828 - REFORMA DE PRÉDIOS E PRÓPRIOS-REFORMA DE PRÉDIOS E PRÓPRIOS - REFORMA DE PRÉDIOS E PRÓPRIOS - EMATER/DF - NÚCLEO RURAL SÃO JOSÉ - PLANALTINA DF- PLANALTINA;EMPRESA DE ASSIST. TÉC. E EXT. RURAL DO DF-EMATER;400.000,00;-400.000,00;0;0;0;0;0;0
JOÃO CARDOSO;15.451.6206.3048.9609 - REFORMA DE ESPAÇOS ESPORTIVOS NO DISTRITO FEDERAL;COMPANHIA URB. DA NOVA CAPITAL DO BRASIL-NOVACAP;200.000,00;-200.000,00;0;0;0;0;0;0
